fusion_id	aliquot_id	known_gene1	known_gene2	gene_id1	gene_id2	chr1	break1	chr2	break2	frameshift	exon	UTR	SV	SV_sv_id	SV2_sv_id	class	SV_match_composite	tx1_coord	tx2_coord	tx_bkpt1	tx_bkpt2	project_code	histology_abbreviation	wgs_aliquot_id	icgc_donor_id
GPT2->RP11-523L20.2	f88cba2a-57ba-4279-be97-613d3f5b7930	GPT2	RP11-523L20.2	ENSG00000166123.9	ENSG00000261231.2	16	46918870	16	47848541	Other	NA	NA	TRUE	SVMERGE172_1	NA	direct	direct	ENSG00000166123:NA	ENSG00000261231:NA	ENSG00000166123^16:46918870:+	ENSG00000261231^16:47848541:+	OV-AU	Ovary-AdenoCA	86f23897-dba0-4e89-8381-d174eaa6fcc1	DO46352
ENOX1->TSC22D1	f88cba2a-57ba-4279-be97-613d3f5b7930	ENOX1	TSC22D1	ENSG00000120658.8	ENSG00000102804.10	13	44360788	13	45010231	NA	exon1->exon2	5UTR->CDS	TRUE	SVMERGE132_1	NA	direct	direct	ENST00000261488.6:1-257	ENST00000261489.2:343-1750	ENST00000261488.6^13:44360788:-	ENST00000261489.2^13:45010231:-	OV-AU	Ovary-AdenoCA	86f23897-dba0-4e89-8381-d174eaa6fcc1	DO46352
CBFA2T2->CAMP	f88cba2a-57ba-4279-be97-613d3f5b7930	CBFA2T2	CAMP	ENSG00000078699.17	ENSG00000164047.3	20	32078107	3	48265844	NA	exon1->exon2	5UTR->CDS	TRUE	SVMERGE241_1	NA	direct	direct	ENST00000375279.2:1-185	ENST00000576243.1:342-715	ENST00000375279.2^20:32078107:+	ENST00000576243.1^3:48265844:+	OV-AU	Ovary-AdenoCA	86f23897-dba0-4e89-8381-d174eaa6fcc1	DO46352
GRIK5->ZNF829	e0c77933-9886-4916-a47c-4364bc261bd8	GRIK5	ZNF829	ENSG00000105737.5	ENSG00000185869.9	19	42573393	19	37383373	NA	exon1->exon6	5UTR->CDS	TRUE	SVMERGE134_1	NA	direct	direct	ENST00000593562.1:1-258	ENST00000520965.1:630-4978	ENST00000593562.1^19:42573393:-	ENST00000520965.1^19:37383373:-	OV-AU	Ovary-AdenoCA	25f73b03-4ba8-47ba-ad80-6ccb82105c98	DO46402
CPSF4->CTB-111H14.1	358984cc-b532-4f00-89f4-dda524469b6d	CPSF4	CTB-111H14.1	ENSG00000160917.10	ENSG00000243797.2	7	99050063	7	106131576	Other	NA	NA	TRUE	SVMERGE111_1	NA	direct	direct	ENSG00000160917:NA	ENSG00000243797:NA	ENSG00000160917^7:99050063:+	ENSG00000243797^7:106131576:-	OV-AU	Ovary-AdenoCA	e84debc4-b47d-48ed-a0d0-2859f0ebf987	DO46366
ZNF208->MZF1	912b7bb5-612b-46f3-b8d3-fc43d685ff62	ZNF208	MZF1	ENSG00000160321.10	ENSG00000099326.4	19	22193594	19	59082796	NA	exon1->exon2	CDS->5UTR	TRUE	SVMERGE124_1	NA	direct	direct	ENST00000397126.4:1-152	ENST00000599369.1:204-2588	ENST00000397126.4^19:22193594:-	ENST00000599369.1^19:59082796:-	OV-AU	Ovary-AdenoCA	d392ded3-afc8-4c79-b278-40245f18f2f8	DO46350
RP11-608O21.1->RP11-734I18.1	6e763361-46bf-45f1-ba95-f120258a37d3	RP11-608O21.1	RP11-734I18.1	ENSG00000248515.1	ENSG00000251129.1	4	19535241	4	32147675	Other	NA	NA	TRUE	SVMERGE21_1	NA	direct	direct	ENSG00000248515:NA	ENSG00000251129:NA	ENSG00000248515^4:19535241:+	ENSG00000251129^4:32147675:+	OV-AU	Ovary-AdenoCA	a3135834-3af0-4e98-bc6f-ad8ddf33db80	DO46342
TNFRSF12A->LINC00514	13706cce-630d-42b7-aa2d-ef0b270f6d33	TNFRSF12A	LINC00514	ENSG00000006327.9	ENSG00000262152.2	16	3070492	16	3040088	Other	NA	NA	TRUE	SVMERGE78_1	NA	direct	direct	ENSG00000006327:NA	ENSG00000262152:NA	ENSG00000006327^16:3070492:+	ENSG00000262152^16:3040088:+	OV-AU	Ovary-AdenoCA	941fcb56-e059-403d-aab1-0692a3ecc45e	DO46360
ADGRA3->KCNIP4	13706cce-630d-42b7-aa2d-ef0b270f6d33	GPR125	KCNIP4	ENSG00000152990.9	ENSG00000185774.10	4	22475395	4	21764655	out-of-frame	exon2->intron1	CDS->CDS	TRUE	SVMERGE54_1	NA	direct	direct	ENST00000334304.5:NA	ENST00000382152.2:NA	ENST00000334304.5^4:22475395:-	ENST00000382152.2^4:21764655:-	OV-AU	Ovary-AdenoCA	941fcb56-e059-403d-aab1-0692a3ecc45e	DO46360
TRAP1->CTC-523E23.4	13706cce-630d-42b7-aa2d-ef0b270f6d33	TRAP1	CTC-523E23.4	ENSG00000126602.6	ENSG00000267767.2	16	3715972	19	35282819	Other	NA	NA	TRUE	SVMERGE14_1	NA	direct	direct	ENSG00000126602:NA	ENSG00000267767:NA	ENSG00000126602^16:3715972:-	ENSG00000267767^19:35282819:-	OV-AU	Ovary-AdenoCA	941fcb56-e059-403d-aab1-0692a3ecc45e	DO46360
SEPT7->RP3-388N13.3	d7098b7c-3032-481e-b0c8-1b3567319e89	SEPT7	RP3-388N13.3	ENSG00000122545.13	ENSG00000254057.1	7	35840880	8	94847039	Other	NA	NA	TRUE	SVMERGE32_1	NA	direct	direct	ENSG00000122545:NA	ENSG00000254057:NA	ENSG00000122545^7:35840880:+	ENSG00000254057^8:94847039:-	OV-AU	Ovary-AdenoCA	cf6c7066-6611-43ec-aef1-295a976cce5b	DO46390
WDFY2->INTS6-AS1	d7098b7c-3032-481e-b0c8-1b3567319e89	WDFY2	INTS6-AS1	ENSG00000139668.7	ENSG00000236778.3	13	52332436	13	52028286	Other	NA	NA	TRUE	SVMERGE78_1	NA	direct	direct	ENSG00000139668:NA	ENSG00000236778:NA	ENSG00000139668^13:52332436:+	ENSG00000236778^13:52028286:+	OV-AU	Ovary-AdenoCA	cf6c7066-6611-43ec-aef1-295a976cce5b	DO46390
NOL4L->COMMD7	d7098b7c-3032-481e-b0c8-1b3567319e89	C20orf112	COMMD7	ENSG00000197183.8	ENSG00000149600.7	20	31172372	20	31315949	in-frame	exon1->intron1	CDS->CDS	TRUE	SVMERGE116_1	SVMERGE31_1	composite	DUP:DUP	ENST00000201961.2:NA	ENST00000446419.2:NA	ENST00000201961.2^20:31172372:-	ENST00000446419.2^20:31315949:-	OV-AU	Ovary-AdenoCA	cf6c7066-6611-43ec-aef1-295a976cce5b	DO46390
NOL4L->CDK5RAP1	d7098b7c-3032-481e-b0c8-1b3567319e89	C20orf112	CDK5RAP1	ENSG00000197183.8	ENSG00000101391.16	20	31172372	20	31948297	in-frame	exon1->exon5	CDS->CDS	TRUE	SVMERGE116_1	NA	direct	direct	ENST00000201961.2:1-259	ENST00000427097.1:549-975	ENST00000201961.2^20:31172372:-	ENST00000427097.1^20:31948297:-	OV-AU	Ovary-AdenoCA	cf6c7066-6611-43ec-aef1-295a976cce5b	DO46390
ROPN1L->LINC01513	ee4c6831-2e56-4651-b141-551a29692eb6	ROPN1L	RP11-1C1.7	ENSG00000145491.7	ENSG00000246016.2	5	10461471	5	10479483	Other	NA	NA	FALSE	NA	NA	SV independent	NA	ENSG00000145491:NA	ENSG00000246016:NA	ENSG00000145491^5:10461471:+	ENSG00000246016^5:10479483:+	OV-AU	Ovary-AdenoCA	0d0793c1-df1b-4db1-ba36-adcb960cc0f5	DO46372
ERBIN->RP11-431D12.1	ee4c6831-2e56-4651-b141-551a29692eb6	ERBB2IP	RP11-431D12.1	ENSG00000112851.10	ENSG00000253839.1	5	65222634	8	137528209	Other	NA	NA	TRUE	SVMERGE90_1	NA	direct	direct	ENSG00000112851:NA	ENSG00000253839:NA	ENSG00000112851^5:65222634:+	ENSG00000253839^8:137528209:+	OV-AU	Ovary-AdenoCA	0d0793c1-df1b-4db1-ba36-adcb960cc0f5	DO46372
XPR1->RP11-522D2.1	9eb0abf2-cac5-45a3-b3f3-75de94e7ead8	XPR1	RP11-522D2.1	ENSG00000143324.9	ENSG00000236719.2	1	180601406	1	180531340	Other	NA	NA	FALSE	NA	NA	SV independent	NA	ENSG00000143324:NA	ENSG00000236719:NA	ENSG00000143324^1:180601406:+	ENSG00000236719^1:180531340:+	OV-AU	Ovary-AdenoCA	da43386c-47f8-4e03-b6ca-8b94e13792e7	DO46493
MTMR3->LINC01589	dcdc31de-6cb8-4f41-a3a0-ad1b487709cc	MTMR3	CTA-941F9.9	ENSG00000100330.11	ENSG00000238120.1	22	30279348	22	46001393	Other	NA	NA	TRUE	SVMERGE57_1	SVMERGE33_1	composite	DEL:h2hINV	ENSG00000100330:NA	ENSG00000238120:NA	ENSG00000100330^22:30279348:+	ENSG00000238120^22:46001393:-	PACA-AU	Panc-AdenoCA	ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717	DO49080
SLC25A16->RP11-125B21.2	2e96fc4f-7bbb-4d2c-b93e-82aabab6a096	GDA	RP11-125B21.2	ENSG00000119125.12	ENSG00000236404.4	9	74825690	9	2503403	Other	NA	NA	TRUE	SVMERGE9_1	NA	direct	direct	ENSG00000119125:NA	ENSG00000236404:NA	ENSG00000119125^9:74825690:+	ENSG00000236404^9:2503403:-	PACA-AU	Panc-AdenoCA	51458c86-0fdd-470e-b059-1ffbffc92a7f	DO34288
SRGAP1->USP15	41365ece-eec5-4e26-ac81-c6fbc254e754	SRGAP1	USP15	ENSG00000196935.4	ENSG00000135655.9	12	64505766	12	62687960	in-frame	exon17->exon2	CDS->CDS	TRUE	SVMERGE88_1	NA	direct	direct	ENST00000355086.3:1-2668	ENST00000280377.5:148-4749	ENST00000355086.3^12:64505766:+	ENST00000280377.5^12:62687960:+	OV-AU	Ovary-AdenoCA	b97941dd-9844-4db2-9e25-42c725f47d70	DO46364
BBOX1->CTD-2507G9.1	41365ece-eec5-4e26-ac81-c6fbc254e754	BBOX1	CTD-2507G9.1	ENSG00000129151.4	ENSG00000255243.1	11	27114913	11	26210767	Other	NA	NA	TRUE	SVMERGE57_1	NA	direct	direct	ENSG00000129151:NA	ENSG00000255243:NA	ENSG00000129151^11:27114913:+	ENSG00000255243^11:26210767:+	OV-AU	Ovary-AdenoCA	b97941dd-9844-4db2-9e25-42c725f47d70	DO46364
RP11-638I2.4->WARS	3f5e0677-bdc6-4d28-bf1f-c0449fb2cb15	RP11-638I2.4	WARS	ENSG00000258982.1	ENSG00000140105.13	14	100704808	14	100835595	Other	NA	NA	TRUE	SVMERGE25_1	NA	direct	direct	ENSG00000258982:NA	ENSG00000140105:NA	ENSG00000258982^14:100704808:-	ENSG00000140105^14:100835595:-	OV-AU	Ovary-AdenoCA	d2e4dc23-992d-4e44-add4-2972718083cb	DO46392
XAB2->UBE2F	3f5e0677-bdc6-4d28-bf1f-c0449fb2cb15	XAB2	UBE2F	ENSG00000076924.7	ENSG00000184182.14	19	7684633	2	238881734	NA	exon18->exon2	CDS->5UTR	TRUE	SVMERGE194_1	NA	direct	direct	ENST00000534844.1:1-2544	ENST00000272930.4:179-2010	ENST00000534844.1^19:7684633:-	ENST00000272930.4^2:238881734:+	OV-AU	Ovary-AdenoCA	d2e4dc23-992d-4e44-add4-2972718083cb	DO46392
LLGL2->RAI1-AS1	6f8357f0-5f56-4d6e-80f3-3acffc6580c3	LLGL2	RAI1-AS1	ENSG00000073350.9	ENSG00000237328.1	17	73555491	17	17669189	Other	NA	NA	TRUE	SVMERGE28_1	NA	direct	direct	ENSG00000073350:NA	ENSG00000237328:NA	ENSG00000073350^17:73555491:+	ENSG00000237328^17:17669189:-	OV-AU	Ovary-AdenoCA	12874085-a596-41ae-b4cd-817cb1ebb278	DO46382
TBC1D22A->GRAMD4	6e46fc2a-48c1-4bc7-a685-16ef47b41234	TBC1D22A	GRAMD4	ENSG00000054611.9	ENSG00000075240.12	22	47507499	22	47022648	NA	exon12->exon2	CDS->5UTR	TRUE	SVMERGE434_1	NA	direct	direct	ENST00000337137.4:1-1591	ENST00000406902.1:165-4485	ENST00000337137.4^22:47507499:+	ENST00000406902.1^22:47022648:+	OV-AU	Ovary-AdenoCA	c767254e-b289-4904-a80f-050cf01ff8ba	DO46378
ZNF615->ZNF614	20c0ac5e-6d20-4730-9efa-67509a7241a3	ZNF615	ZNF614	ENSG00000197619.9	ENSG00000142556.14	19	52511394	19	52516505	NA	exon1->exon6	5UTR->CDS	TRUE	SVMERGE50_1	NA	direct	direct	ENST00000594083.1:1-56	ENST00000356322.6:806-1294	ENST00000594083.1^19:52511394:-	ENST00000356322.6^19:52516505:-	OV-AU	Ovary-AdenoCA	669f0e01-28f6-4ed8-bdb5-73f84ea28f78	DO46376
MAP2K4->RP11-622K12.1	20c0ac5e-6d20-4730-9efa-67509a7241a3	MAP2K4	RP11-622K12.1	ENSG00000065559.10	ENSG00000204272.6	17	12016677	X	56758496	Other	NA	NA	TRUE	SVMERGE80_1	NA	direct	direct	ENSG00000065559:NA	ENSG00000204272:NA	ENSG00000065559^17:12016677:+	ENSG00000204272^X:56758496:+	OV-AU	Ovary-AdenoCA	669f0e01-28f6-4ed8-bdb5-73f84ea28f78	DO46376
TMOD3->BCL2L10	791091bf-1f86-409d-b44c-b6c79275f5db	TMOD3	BCL2L10	ENSG00000138594.8	ENSG00000137875.4	15	52161570	15	52402170	out-of-frame	exon3->exon2	CDS->CDS	TRUE	SVMERGE309_1	NA	direct	direct	ENST00000308580.7:1-564	ENST00000260442.3:539-1250	ENST00000308580.7^15:52161570:+	ENST00000260442.3^15:52402170:-	PACA-AU	Panc-AdenoCA	5255d645-d3d2-422e-8449-046cd21f4935	DO34809
AFTPH->C1D	d0301d39-d465-40c3-80f3-e842258ffdb7	AFTPH	C1D	ENSG00000119844.10	ENSG00000197223.7	2	64800202	2	68274451	in-frame	exon6->exon3	CDS->CDS	TRUE	SVMERGE33_1	NA	direct	direct	ENST00000422803.1:1-2708	ENST00000407324.1:265-1380	ENST00000422803.1^2:64800202:+	ENST00000407324.1^2:68274451:-	PACA-AU	Panc-AdenoCA	e97ea3d7-9fcd-4df1-9ea8-587cb3be75ec	DO49183
FAM35A->FAM167A-AS1	c5091a05-88c2-48e5-9680-17c02d27f796	FAM35A	C8orf12	ENSG00000122376.7	ENSG00000184608.4	10	88855005	8	11291429	NA	exon1->exon1	5UTR->5UTR	TRUE	SVMERGE155_1	NA	direct	direct	ENST00000298786.4:1-53	ENST00000533578.1:1-884	ENST00000298786.4^10:88855005:+	ENST00000533578.1^8:11291429:+	OV-AU	Ovary-AdenoCA	bc9b66f5-fcb8-4545-ab2d-438bb810edc0	DO46488
CSNK2A2->SLC52A3	c5091a05-88c2-48e5-9680-17c02d27f796	CSNK2A1	SLC52A3	ENSG00000101266.12	ENSG00000101276.10	20	489095	20	749126	NA	exon2->exon1	CDS->5UTR	TRUE	SVMERGE269_1	NA	direct	direct	ENST00000349736.5:1-360	ENST00000217254.7:6-2599	ENST00000349736.5^20:489095:-	ENST00000217254.7^20:749126:-	OV-AU	Ovary-AdenoCA	bc9b66f5-fcb8-4545-ab2d-438bb810edc0	DO46488
PTPRA->ATE1	77968712-a6c4-4db4-83ec-d686a71b13fa	PTPRA	ATE1	ENSG00000132670.16	ENSG00000107669.13	20	2854406	10	123503373	NA	exon1->exon12	5UTR->CDS	TRUE	SVMERGE74_1	SVMERGE92_1	composite	DEL:TRA	ENST00000425918.2:1-192	ENST00000369043.3:1466-4901	ENST00000425918.2^20:2854406:+	ENST00000369043.3^10:123503373:-	OV-AU	Ovary-AdenoCA	acd510de-b732-4a1a-8b72-6d22e763540b	DO46400
AP1M2->CELF5	77968712-a6c4-4db4-83ec-d686a71b13fa	AP1M2	CELF5	ENSG00000129354.7	ENSG00000161082.8	19	10685093	19	3250983	in-frame	exon11->exon2	CDS->CDS	TRUE	SVMERGE122_1	NA	direct	direct	ENST00000250244.6:1-1332	ENST00000292672.2:297-1855	ENST00000250244.6^19:10685093:-	ENST00000292672.2^19:3250983:+	OV-AU	Ovary-AdenoCA	acd510de-b732-4a1a-8b72-6d22e763540b	DO46400
GK5->XRN1	77968712-a6c4-4db4-83ec-d686a71b13fa	GK5	XRN1	ENSG00000175066.11	ENSG00000114127.6	3	141896324	3	142084208	in-frame	exon12->exon28	CDS->CDS	TRUE	SVMERGE7_1	NA	direct	direct	ENST00000392993.2:1-1295	ENST00000264951.4:3323-10144	ENST00000392993.2^3:141896324:-	ENST00000264951.4^3:142084208:-	OV-AU	Ovary-AdenoCA	acd510de-b732-4a1a-8b72-6d22e763540b	DO46400
CSMD2->RP4-785G19.5	d3cc0e8f-4fc4-4937-8e40-78bd4cbeb50f	CSMD2	RP4-785G19.5	ENSG00000121904.13	ENSG00000250917.1	1	34312485	20	32822836	Other	NA	NA	TRUE	SVMERGE25_1	NA	direct	direct	ENSG00000121904:NA	ENSG00000250917:NA	ENSG00000121904^1:34312485:-	ENSG00000250917^20:32822836:-	OV-AU	Ovary-AdenoCA	f858d813-f3c5-4ad9-8c20-9f231d6624d8	DO46503
NDUFC2-KCTD14->KHDC1	d3cc0e8f-4fc4-4937-8e40-78bd4cbeb50f	NDUFC2-KCTD14	KHDC1	ENSG00000259112.1	ENSG00000135314.8	11	77790625	6	74001763	in-frame	exon1->exon2	CDS->CDS	TRUE	SVMERGE437_1	SVMERGE4_1	composite	TRA:TRA	ENST00000530054.1:1-287	ENST00000370384.3:665-1431	ENST00000530054.1^11:77790625:-	ENST00000370384.3^6:74001763:-	OV-AU	Ovary-AdenoCA	f858d813-f3c5-4ad9-8c20-9f231d6624d8	DO46503
NAT10->C17orf98	d3cc0e8f-4fc4-4937-8e40-78bd4cbeb50f	NAT10	C17orf98	ENSG00000135372.4	ENSG00000214556.4	11	34140050	17	36991599	out-of-frame	exon8->exon3	CDS->CDS	TRUE	SVMERGE271_1	NA	direct	direct	ENST00000257829.3:1-986	ENST00000398575.4:374-633	ENST00000257829.3^11:34140050:+	ENST00000398575.4^17:36991599:-	OV-AU	Ovary-AdenoCA	f858d813-f3c5-4ad9-8c20-9f231d6624d8	DO46503
FAM171A1->CTD-2081C10.1	d3cc0e8f-4fc4-4937-8e40-78bd4cbeb50f	FAM171A1	CTD-2081C10.1	ENSG00000148468.12	ENSG00000250447.1	10	15325877	5	53080974	Other	NA	NA	TRUE	SVMERGE187_1	NA	direct	direct	ENSG00000148468:NA	ENSG00000250447:NA	ENSG00000148468^10:15325877:-	ENSG00000250447^5:53080974:-	OV-AU	Ovary-AdenoCA	f858d813-f3c5-4ad9-8c20-9f231d6624d8	DO46503
ALG8->KHDC1	d3cc0e8f-4fc4-4937-8e40-78bd4cbeb50f	ALG8	KHDC1	ENSG00000159063.8	ENSG00000135314.8	11	77812139	6	74001763	out-of-frame	exon13->exon2	CDS->CDS	TRUE	SVMERGE437_1	SVMERGE4_1	composite	TRA:TRA	ENST00000299626.5:1-1524	ENST00000370384.3:665-1431	ENST00000299626.5^11:77812139:-	ENST00000370384.3^6:74001763:-	OV-AU	Ovary-AdenoCA	f858d813-f3c5-4ad9-8c20-9f231d6624d8	DO46503
PYM1->CS	2c0fcb6f-6a39-4366-b226-b39a994b94de	WIBG	CS	ENSG00000170473.12	ENSG00000062485.14	12	56320860	12	56677641	out-of-frame	intron1->exon4	CDS->CDS	TRUE	SVMERGE153_1	NA	direct	direct	ENST00000408946.2:NA	ENST00000351328.3:NA	ENST00000408946.2^12:56320860:-	ENST00000351328.3^12:56677641:-	OV-AU	Ovary-AdenoCA	4e913899-eeb8-4630-ba9d-41a81ced8069	DO46346
KCNJ6->ARHGEF26	2c0fcb6f-6a39-4366-b226-b39a994b94de	KCNJ6	ARHGEF26	ENSG00000157542.8	ENSG00000114790.8	21	39212960	3	153839731	NA	exon2->exon2	CDS->5UTR	TRUE	SVMERGE36_1	NA	direct	direct	ENST00000288309.6:1-78	ENST00000356448.4:234-5255	ENST00000288309.6^21:39212960:-	ENST00000356448.4^3:153839731:+	OV-AU	Ovary-AdenoCA	4e913899-eeb8-4630-ba9d-41a81ced8069	DO46346
TNS3->C7orf72	26514a38-7c8b-4afa-9814-e129c58a9120	TNS3	C7orf72	ENSG00000136205.12	ENSG00000164500.6	7	47568634	7	50179736	NA	exon2->exon6	5UTR->CDS	TRUE	SVMERGE74_1	NA	direct	direct	ENST00000398879.1:1-215	ENST00000297001.6:986-2029	ENST00000398879.1^7:47568634:-	ENST00000297001.6^7:50179736:+	OV-AU	Ovary-AdenoCA	6c31d730-1734-44ac-92b3-760981528723	DO46356
PINK1-AS->LYZ	2dff3b89-7583-45ed-869a-cfc8fa39e262	PINK1-AS	LYZ	ENSG00000117242.7	ENSG00000090382.2	1	20978617	12	69747551	Other	NA	NA	FALSE	NA	NA	SV independent	NA	ENSG00000117242:NA	ENSG00000090382:NA	ENSG00000117242^1:20978617:-	ENSG00000090382^12:69747551:+	PACA-AU	Panc-AdenoCA	b37d6283-6f95-4975-a794-f3d5c4bbc7b3	DO32960
ACO2->ZC3H7B	ab72ea11-da2d-48a2-9fc2-157d080a67b1	ACO2	ZC3H7B	ENSG00000100412.11	ENSG00000100403.10	22	41865186	22	41742007	out-of-frame	exon1->exon14	CDS->CDS	TRUE	SVMERGE155_1	NA	direct	direct	ENST00000216254.4:1-58	ENST00000352645.4:1717-5910	ENST00000216254.4^22:41865186:+	ENST00000352645.4^22:41742007:+	PACA-AU	Panc-AdenoCA	53534b3c-cd15-4d68-a9b1-6902bb234c45	DO33552
PTP4A2->RP11-1109M24.16	ab72ea11-da2d-48a2-9fc2-157d080a67b1	PTP4A2	RP11-1109M24.16	ENSG00000184007.13	ENSG00000263609.1	1	32403588	17	21772536	Other	NA	NA	TRUE	SVMERGE69_1	NA	direct	direct	ENSG00000184007:NA	ENSG00000263609:NA	ENSG00000184007^1:32403588:-	ENSG00000263609^17:21772536:-	PACA-AU	Panc-AdenoCA	53534b3c-cd15-4d68-a9b1-6902bb234c45	DO33552
PEAK1->LINGO1	ab72ea11-da2d-48a2-9fc2-157d080a67b1	PEAK1	LINGO1	ENSG00000173517.6	ENSG00000169783.8	15	77657505	15	77908242	NA	exon2->exon2	5UTR->CDS	TRUE	SVMERGE37_1	NA	direct	direct	ENST00000560626.2:1-202	ENST00000355300.6:182-3056	ENST00000560626.2^15:77657505:-	ENST00000355300.6^15:77908242:-	PACA-AU	Panc-AdenoCA	53534b3c-cd15-4d68-a9b1-6902bb234c45	DO33552
MAML2->RP11-882G5.1	1da5bae0-4074-4afb-9dc9-a2995b25a34b	MAML2	RP11-882G5.1	ENSG00000184384.9	ENSG00000255039.1	11	95825056	11	97130662	Other	NA	NA	TRUE	SVMERGE178_1	NA	direct	direct	ENSG00000184384:NA	ENSG00000255039:NA	ENSG00000184384^11:95825056:-	ENSG00000255039^11:97130662:-	OV-AU	Ovary-AdenoCA	2b40a733-7a63-4bb8-a953-95a4ee28f962	DO46388
ADIPOR2->ERC1	07587f76-8362-4a4a-a0bc-4c7aca6490ec	ADIPOR2	ERC1	ENSG00000006831.9	ENSG00000082805.15	12	1800379	12	1517315	NA	intron1->exon19	5UTR->CDS	TRUE	SVMERGE141_1	NA	direct	direct	ENST00000357103.4:NA	ENST00000546231.2:NA	ENST00000357103.4^12:1800379:+	ENST00000546231.2^12:1517315:+	OV-AU	Ovary-AdenoCA	1659bae5-3140-4d05-891c-81b48277b2fc	DO46566
BDNF-AS->CCDC179	07587f76-8362-4a4a-a0bc-4c7aca6490ec	BDNF-AS	CCDC179	ENSG00000245573	ENSG00000255359	11	27561663	11	22869067	Other	NA	NA	TRUE	SVMERGE138_1	NA	direct	direct	ENSG00000245573:NA	ENSG00000255359:NA	ENSG00000245573^11:27561663:+	ENSG00000255359^11:22869067:-	OV-AU	Ovary-AdenoCA	1659bae5-3140-4d05-891c-81b48277b2fc	DO46566
XPR1->RP11-522D2.1	7617b0fc-5d98-46f1-af3c-28a8ab6f8c9d	XPR1	RP11-522D2.1	ENSG00000143324.9	ENSG00000236719.2	1	180601406	1	180531340	Other	NA	NA	TRUE	SVMERGE154_1	NA	direct	direct	ENSG00000143324:NA	ENSG00000236719:NA	ENSG00000143324^1:180601406:+	ENSG00000236719^1:180531340:+	OV-AU	Ovary-AdenoCA	42465bbd-289b-4e96-98fe-76809c5e1520	DO46354
RP3-413H6.2->RP11-716O23.2	7617b0fc-5d98-46f1-af3c-28a8ab6f8c9d	RP3-413H6.2	RP11-716O23.2	ENSG00000234427.1	ENSG00000242753.1	6	11811144	6	11487798	Other	NA	NA	TRUE	SVMERGE289_1	NA	direct	direct	ENSG00000234427:NA	ENSG00000242753:NA	ENSG00000234427^6:11811144:+	ENSG00000242753^6:11487798:+	OV-AU	Ovary-AdenoCA	42465bbd-289b-4e96-98fe-76809c5e1520	DO46354
IP6K1->ECSIT	7617b0fc-5d98-46f1-af3c-28a8ab6f8c9d	IP6K1	ECSIT	ENSG00000176095.7	ENSG00000130159.9	3	49823787	19	11630008	NA	exon1->exon2	5UTR->5UTR	TRUE	SVMERGE170_1	SVMERGE47_1	composite	TRA:DUP	ENST00000321599.4:1-174	ENST00000270517.7:114-1701	ENST00000321599.4^3:49823787:-	ENST00000270517.7^19:11630008:-	OV-AU	Ovary-AdenoCA	42465bbd-289b-4e96-98fe-76809c5e1520	DO46354
RP11-120D5.1->ARHGAP6	7617b0fc-5d98-46f1-af3c-28a8ab6f8c9d	RP11-120D5.1	ARHGAP6	ENSG00000234129.3	ENSG00000047648.17	X	11125021	X	11138165	Other	NA	NA	TRUE	SVMERGE115_1	NA	direct	direct	ENSG00000234129:NA	ENSG00000047648:NA	ENSG00000234129^X:11125021:-	ENSG00000047648^X:11138165:-	OV-AU	Ovary-AdenoCA	42465bbd-289b-4e96-98fe-76809c5e1520	DO46354
C1orf132->PLXNA2	7617b0fc-5d98-46f1-af3c-28a8ab6f8c9d	C1orf132	PLXNA2	ENSG00000203709.5	ENSG00000076356.6	1	208041271	1	208227883	Other	NA	NA	TRUE	SVMERGE296_1	NA	direct	direct	ENSG00000203709:NA	ENSG00000076356:NA	ENSG00000203709^1:208041271:-	ENSG00000076356^1:208227883:-	OV-AU	Ovary-AdenoCA	42465bbd-289b-4e96-98fe-76809c5e1520	DO46354
PPA1->LRRC20	97ae23fe-4252-402e-808b-f8d52691e0a5	PPA1	LRRC20	ENSG00000180817.7	ENSG00000172731.9	10	71977568	10	72100458	out-of-frame	exon4->exon3	CDS->CDS	TRUE	SVMERGE280_1	NA	direct	direct	ENST00000373232.3:1-397	ENST00000355790.4:561-3415	ENST00000373232.3^10:71977568:-	ENST00000355790.4^10:72100458:-	OV-AU	Ovary-AdenoCA	d4bf6034-aeae-48a6-907b-10e2cc904015	DO46394
SORT1->PSMA5	97ae23fe-4252-402e-808b-f8d52691e0a5	SORT1	PSMA5	ENSG00000134243.7	ENSG00000143106.8	1	109912211	1	109944711	in-frame	exon2->exon8	CDS->CDS	TRUE	SVMERGE348_1	NA	direct	direct	ENST00000256637.6:1-366	ENST00000538610.1:693-986	ENST00000256637.6^1:109912211:-	ENST00000538610.1^1:109944711:-	OV-AU	Ovary-AdenoCA	d4bf6034-aeae-48a6-907b-10e2cc904015	DO46394
SNX6->RP11-369K17.1	97ae23fe-4252-402e-808b-f8d52691e0a5	SNX6	RP11-369K17.1	ENSG00000129515.14	ENSG00000253619.1	14	35044962	8	122055623	Other	NA	NA	TRUE	SVMERGE183_1	NA	direct	direct	ENSG00000129515:NA	ENSG00000253619:NA	ENSG00000129515^14:35044962:-	ENSG00000253619^8:122055623:+	OV-AU	Ovary-AdenoCA	d4bf6034-aeae-48a6-907b-10e2cc904015	DO46394
